text,labels
T R I C O L O R E Grande @Giacomonizzolo !!!!,joy (R)
"Niccolò non sarà presente al seat music awards quest'anno, vederlo cantare di nuovo nella mia verona sarebbe stato bellissimo :"")",sadness (E)
"ok probabilmente non avrò nemmeno un like ma sinceramente a me sembra una cosa davvero bella che directioners e army abbiano voluto mandare in tendenza questo hashtag, quindi impariamo a sostenerci e, per una volta a essere felici di questa unione tra fandom #DirectionersWithArmy",joy (R)
"@farted94 Appunto, questi hanno sfanculato Ragnick a luglio per affidarsi anima e corpo a Ibra...Lui e Raiola lo sanno e tirano la corda, se Ibra non rinnova chi rimane in mutande è Maldini insieme a Gazidis,  non il contrario",anger (W)
#TomEllis ogni anno che passa è sempre più bono#LuciferSeason5,joy (R)
"@dukana2 @Ori254 Dopo aver osannato per anni Formigoni (oggi ai domiciliari per condanna definitiva per corruzione), il @MeetingRimini di @CLiberazione applaude #Fontana, e @meb #Boschi!C’è una certa coerenza nell’apprezzare la zozzeria umana!@LegaSalvini @ItaliaViva #SalviniGaglioffo https://t.co/LQcQJAiKqs",anger (W)
"@Smg_1908 @you_trend Mi dà tristezza la situazione in Sardegna, ero lì le prime 2 settimane di luglio e vedevo tutti ligi a rispettare le norme sia sul traghetto che a terra. Poi i politici locali hanno lasciato tutti a fare ciò che volevano ed ecco i risultati.",sadness (E)
"947 i contagi di oggi e mentre c’è chi si lamenta della chiusura delle discoteche io penso a come questo influenzi e destabilizzi la mia vita universitaria, già al collasso #COVID19italia",sadness (E)
"#Orsato che arbitra la finale di #UCL. La #Var.Nove anni di fila a DOMINARE.Ma ancora oggi vige la leggenda che la #Juve ruba.VINCERE, PER SEMPRE.Che anni meravigliosi, speriamo non finiscano mai (autopluricit.).#Stron9er",joy (R)
Ohh finalmente l’ha scoperto 👏#LuciferSeason5,joy (R)
"ho visto solo due puntate raga e il soundtrack è qualcosa di eccezionale, scusate #LuciferSeason5",joy (R)
@divano_il @matteosalvinimi Direi che la gestione di Verona rispetto a quella di Palermo è diametralmente opposta. Fattene una ragione: la gente del sud che ragiona al par tuo resterà per sempre nella 💩,anger (W)
@srmcarla Buona Domenica Francesca 🌸,joy (R)
"Se non ci fosse #Salvini, Borghi sarebbe il miglior leader per la @LegaSalvini Mi piace tantissimo!",joy (R)
"Ma come si possono sparare così facilmente 7 colpi di pistola ad una persona disarmata che non ha fatto nulla di male davanti ai suoi figli? Non ho parole, solo brividi. Spero riesca a salvarsi😥 #BlackLivesMatter #JacobBlake",sadness (E)
AHAHAH,joy (R)
"#COVID19italia Quelli che non portano la mascherina. Sono coloro che durante il #lockdown  hanno trovato un senso alla propria vita, cantando sui balconi e facendo video su #TikToKE ora sperano in un nuovo #lockdown essendo ritornati a vivere una vita triste e anonima",sadness (E)
È lei senza valore...,anger (W)
"anzi fregandovene altamente siete venuti qua nelle vostre seconde case.La sardegna ha superato la prima ondata per miracolo, e quando qua c'erano pochi casi da contarli sulle dita di una mano e in Lombardia 200 guai ad aprire bocca",sadness (E)
"La mia giornata viene descritta dal mio riposino. 1. No riposino, giornata piena2. Riposino normale, giornata tranquilla3. Riposino da voglio isolarmi da questo mondo e cercare di non pensare a come non sono contenta di come va la mia vita.4. Riposino da cibo, cibo :)",sadness (E)
"Ci avete fatto una carriera, con le fakenews, e adesso fate le verginelle?!? Parliamo di Bibbiano? Del PD-piovra?Ma cagatevi in mano e prendetevi a schiaffi, va!#IoVotoNO #iovotoNo_Referendum2020 #iovotoNOtaglioParlamentari",anger (W)
"Che poi, secondo me, i primi a votare no saranno tutti i 5s con i parenti e gli amici fidati. Alle prossime elezioni, lo sanno già che se vengono eletti in 10 è grasso che cola! #IoVotoNO comunque!",anger (W)
MA CHE È COLORE MERDA DI CANE,anger (W)
#elisadirivombrosa ma la marchesa zozza ha un gatto morto in testa?,anger (W)
"S: ""A cosa stai pensando?""C:""A Sanem, al profumo di Sanem, al sorriso di Sanem. Al modo in cui Sanem mi tocca, agli occhi di Sanem, voglio baciare la mia Sanem e non lasciarla andare via. Ma tu non sei quella Sanem""SI È SPEZZATO IL CUORE 💔#ErkenciKus #DayDreamer https://t.co/wTvmMOsRVY",sadness (E)
"""Avete imprigionato il mio cuore, Signor Conte, ma non potete tenermi chiusa in una stanza""CON QUEL SORRISETTO FURBO❤#elisadirivombrosa https://t.co/ffVbylRYuJ",joy (R)
"E bravo Faraone, finalmente qualcosa si muove",joy (R)
Non ci fermate neanche con le cannonate 🙌🏼🔥 #BTS_Dynamite #DynamiteToday https://t.co/7aRE63dRZN,joy (R)
Ti voglio Presidente del Consiglio #BerizziVergognati #Verona,joy (R)
"questa merda di anno mi ha distrutta psicologicamente nonostante pensavo di aver finalmente trovato un mio equilibrio, sono in crisi perchè non ho più la voglia di fare che avevo prima e sono super demoralizzata come molti altri universitari ma nessuno se ne fotte #università",anger (W)
@BiancaTerma L'ho capito tardi....Odiano Demet e si sono organizzati per venire a trovare il losco nel mio tweet. La prossima volta non cascherò nelle loro trappole. #daydreamer,sadness (E)
Siamo alla follia. Andrebbe licenziato.,anger (W)
"@RaiNews #VanityFair, disgustosa rivista malata del peggior squallore mediatico, usa un incidente, falsificando la realtà, solo per vendere e guadagnare di più giocando, infame, su odio e violenze dello sporco razzismo #BlackLivesMatter. Questa schifosa stampa è il massimo nemico #USA!",anger (W)
CONTE VA VIA!!! ALLEGRI PROSSIMO SOSTITUTO - cosa ne penso di SIVIGLIA I... https://t.co/PBnFvAfjcB via @YouTube #conte #allegri #inter,anger (W)
@manuelspoladore @gleescovers Come ti permetti? Vuoi una denuncia? https://t.co/YHsnFJ0XlE,anger (W)
"Povero decerebrato...! Noi abbiamo votato loro, a te chi cazzo ti ha votato, Merdoso abusivo!",anger (W)
@Davidone74 Da Sicilia ti posso dire sicuramente ke ci godiamo ogni singolo giorno sappiamo divertirci e sappiamo anke lavorare 14/16 ore al giorno il nostro ritmo di lavoro è qst !! Ps. “ x tutti quelli ke pensano ke noi del sud ci grattiamo solo il cu...” 😏😎 #sicilia🤍,joy (R)
"I famosi venti infetti della Sardegna. Ma il problema non è #briatore, sono giornali e giornalisti che non contenti di averlo eletto opinionista della qualunque da interpellare su qualsiasi cosa accorrono al suo capezzale e pubblicano le sue stronzate offensive. Vergognatevi.",anger (W)
Questo siamo! Dei coglioni #Covid_19,anger (W)
Il giocatore che ho sempre odiato nella squadra che ho sempre odiato. DEVE SUCCEDERE.,anger (W)
E meno male che sono stati eletti anche grazie ai voti dei truffati dalle ai quali avevano promesso giustizia!!!!!,anger (W)
Ma è la stessa persona??? Prima si lamenta perché non ha soldi e poi si gira mezza Sardegna!,anger (W)
No vabbè ma  ...Dubbio scettico universale!!In quale foto c'è @tommaso_zorzi   🤣🤣 #21agosto https://t.co/RMqZiqHb8I,joy (R)
#putin avvelena gli oppositori #Bolsonaro fa morire la gente #Bannon ladro che belle amicizie hanno #Salvini e #Meloni,anger (W)
Le tre stelline schiumano 😂😂😂 #Bannon,joy (R)
@matteosalvinimi Una bella denuncia a #Conte e #Lamorgese per epidemia e danno erariale quando? La Sicilia prima di questa invasione di clandestini non aveva praticamente più positivi #GovernoCriminale #CONTEDIMETTITI #Lamorgesedimettiti #StopInvasione,anger (W)
Come stanno i cartonati oggi? Vi siete nascosti tutti come i topi? Quanto mi dispiace....#anala #InterSiviglia,sadness (E)
E ANCHE OGGI RINGRAZIO I BTS PER ESISTERE ED ESSERE SE STESSI SEMPRE E COMUNQUE. VI AMO. #Dynamite #DynamiteBsideMV,joy (R)
"In Lazio il 45% dei nuovi postivi proviene dalla Sardegna, ovvero giovani che sono andati in vacanza fregandosene del covid e sono andati tutti a ballare. Ma io dico per un estate rinunciare a fare festa no? A quanto pare motlo della mia generazione non sanno farlo",anger (W)
"Le mie speranze di vedere Bellamy e Clarke insieme sono defunte. Non credo di volerli nemmeno vedere insieme ormai, questa stagione li sta definitivamente rovinando #The100",sadness (E)
"@colamonicog1 @APagliaccis @GiorgiaMeloni Si capisce  dal “voi” che lei è prevenuto. Un tweet come quello contro Verona è da condannare a priori senza se o ma, non perchè a Verona ci sono dei razzisti .",anger (W)
@SkyTG24 boldrini Sono d’accordo che le opposizioni parlano troppo e spesso a vanvera ma l’esecutivo che ci amministra e molto peggio perché spreca miliardi di € e non fa nulla di buono. Draghi e stato chiaro. I dati certi dicono che il covid 19 ora non è letale.agli it resta solo la riv,anger (W)
La 4 pololooo😍😭,joy (R)
@ManconiMita Se pensiamo che la Sardegna era free covid prima dell'arrivo di questi deficienti,anger (W)
"Ma quant’é bella la Russia di #Putin dove si avvelenano i politici dell’opposizione? Mentre la vera dittatura è quella italiana, giusto? Dove se uno veniva beccato a gironzolare senza motivo nel lockdown gli veniva fatta una multa. Ma vaffanculo va sovranisti di sto cazzo #Bannon",anger (W)
"@theamazer Quindi a tutti e 4,poker!Io non ricordo foto matrimonio,o coppia,che sicuramente ci saranno(state)ma della nonna austriaca foto da sola,con la madre,o figlie a Parigi,sempre bella, elegante,sempre con un velo di tristezza negli occhi che non l'ha mai abbandonata.",sadness (E)
L’amore che provo verso questo club non riesco a spiegarlo a parole,joy (R)
#COVID19italia a maggio questi numeri iniziavano a rassicurare perchè si era in discesa...ora?! Please io a settembre voglio lavorare a scuola!,sadness (E)
"@stevecounz Penso siano preoccupati per la scelta del nuovo allenatore al momento, Allegri per Conte sarà una bella botta",sadness (E)
"@robiciarapica Le 4 squadre in CL stanno lì grazie alla Juventus. Riguardo l’Inter, non ho nessuna pietà o compassione. Io gli sfottò dopo Berlino e Cardiff me li ricordo tutti, e non ho pietà.",anger (W)
"Io mi sono emozionata nel vedere il bacio nella promo, non so come starò durante la puntata... #gerçekaşk",joy (R)
Gli occhi dell’amore vero❣️  #gerçekaşk #bayyanliș #CanYaman #özgegürel #ezgür #Ezgiİnal #Özgüratasoy,joy (R)
Siete la meraviglia di questo estate #gerçekaşk,joy (R)
Stupendo non vedo l'ora che sia stasera #gercekask,joy (R)
La delusione di Ezgi alla festa mi ricorda un'altra situazione che spezza il cuore #Gerçekaşk,sadness (E)
Viva l’amore verooo!!!  #GerçekAşk,joy (R)
Sarà una bella serata  #GerçekAşk,joy (R)
Il vero Amore resiste alle tempeste della vita!!! Si fortifica e non soccombe mai!! ♥️ #gerçekaşk https://t.co/Aabvdwyi7K,joy (R)
#SycoIsOverParty VELAPIGLIATEINDERCULO AMICI MIEI🖕,anger (W)
LA SYCO NON ESISTE PIÙ RAGA SONO LIBERI RAGAAAAAAA  #SycoIsOverParty,joy (R)
#EzGür #GerçekAşk  Un'amore fatto di differenze che uniscono  e non dividono,joy (R)
"LA SYCO È FALLITA? MADONNA RAGA ABBRACCIAMOCI TUTTI E VOGLIAMOCI TANTO BENE, PERCHÉ SIAMO I CAMPIONI DEL MONDO. GRIDIAMOLO TUTTI INSIEME ALL’INFINITO: SIAMO I CAMPIONI DEL MONDO, CAMPIONI DEL MONDO, CAMPIONI DEL MONDO, CAMPIONI DEL MONDO, CAMPIONI DEL MONDO.  #SycoIsOverParty https://t.co/rESr2Tt6nl",joy (R)
In preda all’ansia     #gerçekaşk,fear (Q)
LA VOGLIAMO SMETTERE DI GIOCARE CON I MIEI SENTIMENTI?  #GerçekAşk • #BayYanlış https://t.co/fjucoMzRI2,anger (W)
NO RAGA SCUSATE STO GODENDO,joy (R)
"//spoiler?? #ILAND_EP9   sinceramente mi si è spezzato il cuore quando gli altri hanno espresso la propria opinione su come k gestisce il gruppo e lui si è messo a piangere, li capisco, ma dall'altra parte si vede quanto ci tiene e vuole solo il meglio 💔",sadness (E)
io ho l'ansia questi voti globali si merda perchè la gente vota con il culo e se mi buttate fuori jay mamma mia faccio un casino #ILAND_EP9,fear (Q)
Il nostro è amore puro #GerçekAşk,joy (R)
"Orgogliosa di voi, meritate tanto!!! Sorrisi e tanta ma proprio tanta positività ❤️ #gerçekaşk https://t.co/TpkBYZo3g0",joy (R)
Wow che elegante bellissimo 😍❤🔝#Ezgür #CanYaman #ÕzgeGürel #BayYanlış,joy (R)
Per favore votate basandovi sulle capacità dei ragazzi che avete visto fino ad adesso   Quindi non dormite su jay e niki che oggi hanno fatto una splendida performance🥰🥰 #ILAND_EP9,joy (R)
Come fa Sunghoon ad essere così l'amore della mia vita? #ILAND_EP9,joy (R)
L'amore vince su tutto❤🇮🇹 #gerçekaşk #BayYanlış  #EzGür,joy (R)
Meraviglioso vederti all'opera  #GerçekAşk,joy (R)
Özgür ha davvero preparato tutto questo? Vado a piangere in un angolino e torno. 🤧  #BayYanlış • #GerçekAşk,sadness (E)
"giorno dopo giorno sei diventato la ragione dei miei sorrisi più spontanei. sei diventato qualcuno di cui non posso più fare a meno.  grazie di esistere, grazie di tutto.  happy birthday my sunshine🎂💛  #OurSoulmateYoungjae #달처럼빛나는_영재_생일축하해   https://t.co/X6zzKDiGvC",joy (R)
"giorno dopo giorno sei diventato la ragione dei miei sorrisi più spontanei. sei diventato qualcuno di cui non posso più fare a meno.  grazie di esistere, grazie di tutto.  happy birthday my sunshine🎂💛  #OurSoulmateYoungjae #달처럼빛나는_영재_생일축하해   https://t.co/X6zzKDiGvC",joy (R)
"vi prego ditemi cosa c'è che non va in Ted Mosby, che io più lo guardo e più lo amo",joy (R)
@fattoquotidiano Geni! Geni tutti.... anche sta storia della quarantena per tutti a cazzo e tamponi non fatti in tempo 1/2.  Che Paese di merda governato da merde.  #COVID19 #brianza #COVID__19 #coronavirus #COVID__19 #16settembre,anger (W)
"Ma come cazzo recita questa,non si può neanche definire ciò (parlo della tipa che fa aurora) #BabyNetflix",anger (W)
Sto guardando Pomeriggio 5 e mi viene da piangere. Ma seriamente difendiamo certa gente? Ma lo capite che é per colpa di questi ragionamenti che l'Italia non va avanti? #FaustoLeali,sadness (E)
"Ma basta porcodio con sta frase del cazzo, anche fosse vero che ha fatto ""cose buone"", porcamadonna io non rivaluto un pluriomicida di bambini perché ""eh ma ha aiutato una vecchietta ad attraversare e tagliava bene l'erba dei vicini""",anger (W)
@blek57 @doluccia16 chi definisce spocchioso carofiglio lo fa semplicemente per la profonda ignoranza che gli impedisce di seguire un discorso permeato da un minimo di intelligenza.,anger (W)
"Raga aiutoo, piango la bellezza di questa scena  #Brabio #Baby3",joy (R)
@La_manina__ una grande statista la von der Leyen una donna che ci dà ancora speranza di una Europa Unita e giusta,joy (R)
@markorusso69 Trasmissione inguardabile ad iniziare da floris che incarna tutta l'antipatia sinistronza.,anger (W)
Complimenti a #Israele che ha stretto un accordo di pace con i finanziatori dell'Isis. D'altronde non ha mai subìto attentati dall'Isis,joy (R)
Quanto sono belliiiii sclero #BabyNetflix,joy (R)
AMORE MIO BELLISSIMO AUGURI 🥺❤ #OurSoulmateYoungjae https://t.co/i79Belsk2z,joy (R)
CAGATI in mano e prenditi a schiaffi..!! COGLIONE ROSSO..!! https://t.co/Y0I6hkc8NN,anger (W)
"@MassimoFranchi @MinLavoro Io sono un operaio, e se devo ringraziare qualcuno quello è il @pdnetwork , il partito al servizio dei padroni, per tutte le porcate fatte contro i lavoratori! #16settembre #quota100 #quota102 #inps #fornero #art18 #jobsact https://t.co/O27RMiFcWu",anger (W)
"@volpatosonia Buon pomeriggio e benvenuta, piacere di conoscerti, grazie. Buona domenica:-)))",joy (R)
SI SONO GIÀ BLOCCATE LE VISUALIZZAZIONI CHE PALLE #THANXX @ATEEZofficial #ateez https://t.co/qBV9F01b96,anger (W)
@solo_io__ Buona domenica 🤗😊😘,joy (R)
@tinapica88 Stai benissimo 🤗 buona domenica 😘😊,joy (R)
Prima di scrivere qualcosa aspetto di sentire #Raiola...ma se ha messo ancora una volta in piedi l’ennesimo teatrino allora che vadano via tutti i suoi assistiti. Siamo stanchi dei capricci. Non vogliamo pezzenti. #Milan #Ibra @Ibra_official @gigiodonna1,anger (W)
Ti vogliamo bene❤️ 🖤💙 @RomeluLukaku9 #WeLoveYouRom https://t.co/3txrQ9otH1,joy (R)
@SimoneCristao In questo caso no simo. Abbiamo fatto la solita figura degli zerbini di raiola. Di rinnovare rinnoverá e saremo tutti felici e contenti ma ci siamo prostati come al solito al gioco di raiola&amp;company. Ne avremmo le scatole piene,anger (W)
"@orgiagi @crispycas_9 Offende perchè è falso, è un luogo comune spesso usato per raccontare che senza i soldi dei turisti la Sardegna sarebbe alla fame.",anger (W)
